Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","704","Viet Nam","5531","Producer Price (SLC/tonne)","0113","Rice","2016","2016","7021","Annual value","SLC","6342000","A","Official figure"
"PP","Producer Prices","704","Viet Nam","5531","Producer Price (SLC/tonne)","0113","Rice","2017","2017","7021","Annual value","SLC","6366000","A","Official figure"
"PP","Producer Prices","704","Viet Nam","5531","Producer Price (SLC/tonne)","0113","Rice","2018","2018","7021","Annual value","SLC","6503764","A","Official figure"
"PP","Producer Prices","704","Viet Nam","5531","Producer Price (SLC/tonne)","0113","Rice","2019","2019","7021","Annual value","SLC","6476419.9","A","Official figure"
"PP","Producer Prices","704","Viet Nam","5531","Producer Price (SLC/tonne)","0113","Rice","2020","2020","7021","Annual value","SLC","6781682.3","A","Official figure"
"PP","Producer Prices","704","Viet Nam","5531","Producer Price (SLC/tonne)","0113","Rice","2021","2021","7021","Annual value","SLC","7633349","A","Official figure"
"PP","Producer Prices","704","Viet Nam","5531","Producer Price (SLC/tonne)","0113","Rice","2022","2022","7021","Annual value","SLC","7246927.7","A","Official figure"
"PP","Producer Prices","704","Viet Nam","5531","Producer Price (SLC/tonne)","0113","Rice","2023","2023","7021","Annual value","SLC","7772059.3","A","Official figure"
"PP","Producer Prices","704","Viet Nam","5532","Producer Price (USD/tonne)","0113","Rice","2000","2000","7021","Annual value","USD","123.3","A","Official figure"
"PP","Producer Prices","704","Viet Nam","5532","Producer Price (USD/tonne)","0113","Rice","2001","2001","7021","Annual value","USD","111.3","A","Official figure"
"PP","Producer Prices","704","Viet Nam","5532","Producer Price (USD/tonne)","0113","Rice","2002","2002","7021","Annual value","USD","116.5","A","Official figure"
"PP","Producer Prices","704","Viet Nam","5532","Producer Price (USD/tonne)","0113","Rice","2003","2003","7021","Annual value","USD","125.2","A","Official figure"
"PP","Producer Prices","704","Viet Nam","5532","Producer Price (USD/tonne)","0113","Rice","2004","2004","7021","Annual value","USD","144.4","A","Official figure"
"PP","Producer Prices","704","Viet Nam","5532","Producer Price (USD/tonne)","0113","Rice","2005","2005","7021","Annual value","USD","166.7","A","Official figure"
"PP","Producer Prices","704","Viet Nam","5532","Producer Price (USD/tonne)","0113","Rice","2006","2006","7021","Annual value","USD","155.3","A","Official figure"
"PP","Producer Prices","704","Viet Nam","5532","Producer Price (USD/tonne)","0113","Rice","2007","2007","7021","Annual value","USD","198.2","A","Official figure"
"PP","Producer Prices","704","Viet Nam","5532","Producer Price (USD/tonne)","0113","Rice","2008","2008","7021","Annual value","USD","286.5","A","Official figure"
"PP","Producer Prices","704","Viet Nam","5532","Producer Price (USD/tonne)","0113","Rice","2009","2009","7021","Annual value","USD","295.6","A","Official figure"
"PP","Producer Prices","704","Viet Nam","5532","Producer Price (USD/tonne)","0113","Rice","2010","2010","7021","Annual value","USD","289.5","A","Official figure"
"PP","Producer Prices","704","Viet Nam","5532","Producer Price (USD/tonne)","0113","Rice","2011","2011","7021","Annual value","USD","315.8","A","Official figure"
"PP","Producer Prices","704","Viet Nam","5532","Producer Price (USD/tonne)","0113","Rice","2012","2012","7021","Annual value","USD","299.3","A","Official figure"
"PP","Producer Prices","704","Viet Nam","5532","Producer Price (USD/tonne)","0113","Rice","2013","2013","7021","Annual value","USD","294.1","A","Official figure"
"PP","Producer Prices","704","Viet Nam","5532","Producer Price (USD/tonne)","0113","Rice","2014","2014","7021","Annual value","USD","304.8","A","Official figure"
"PP","Producer Prices","704","Viet Nam","5532","Producer Price (USD/tonne)","0113","Rice","2015","2015","7021","Annual value","USD","287.1","A","Official figure"
"PP","Producer Prices","704","Viet Nam","5532","Producer Price (USD/tonne)","0113","Rice","2016","2016","7021","Annual value","USD","289.1","A","Official figure"
"PP","Producer Prices","704","Viet Nam","5532","Producer Price (USD/tonne)","0113","Rice","2017","2017","7021","Annual value","USD","284.6","A","Official figure"
"PP","Producer Prices","704","Viet Nam","5532","Producer Price (USD/tonne)","0113","Rice","2018","2018","7021","Annual value","USD","287.8","A","Official figure"
"PP","Producer Prices","704","Viet Nam","5532","Producer Price (USD/tonne)","0113","Rice","2019","2019","7021","Annual value","USD","281","A","Official figure"
"PP","Producer Prices","704","Viet Nam","5532","Producer Price (USD/tonne)","0113","Rice","2020","2020","7021","Annual value","USD","292.2","A","Official figure"
"PP","Producer Prices","704","Viet Nam","5532","Producer Price (USD/tonne)","0113","Rice","2021","2021","7021","Annual value","USD","329.6","A","Official figure"
"PP","Producer Prices","704","Viet Nam","5532","Producer Price (USD/tonne)","0113","Rice","2022","2022","7021","Annual value","USD","311.4","A","Official figure"
"PP","Producer Prices","704","Viet Nam","5532","Producer Price (USD/tonne)","0113","Rice","2023","2023","7021","Annual value","USD","326.7","A","Official figure"
"PP","Producer Prices","704","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","1991","1991","7021","Annual value","","14.13","I","Imputed value"
"PP","Producer Prices","704","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","1992","1992","7021","Annual value","","15.35","I","Imputed value"
"PP","Producer Prices","704","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","1993","1993","7021","Annual value","","14.97","I","Imputed value"
"PP","Producer Prices","704","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","1994","1994","7021","Annual value","","17.09","I","Imputed value"
"PP","Producer Prices","704","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","1995","1995","7021","Annual value","","23.33","I","Imputed value"
"PP","Producer Prices","704","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","1996","1996","7021","Annual value","","23.87","I","Imputed value"
"PP","Producer Prices","704","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","1997","1997","7021","Annual value","","23.51","I","Imputed value"
"PP","Producer Prices","704","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","1998","1998","7021","Annual value","","26.68","I","Imputed value"
"PP","Producer Prices","704","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","1999","1999","7021","Annual value","","27.12","I","Imputed value"
"PP","Producer Prices","704","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2000","2000","7021","Annual value","","27.56","I","Imputed value"
"PP","Producer Prices","704","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2001","2001","7021","Annual value","","25.85","I","Imputed value"
"PP","Producer Prices","704","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2002","2002","7021","Annual value","","28.09","I","Imputed value"
"PP","Producer Prices","704","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2003","2003","7021","Annual value","","30.64","I","Imputed value"
"PP","Producer Prices","704","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2004","2004","7021","Annual value","","35.86","I","Imputed value"
"PP","Producer Prices","704","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2005","2005","7021","Annual value","","41.69","I","Imputed value"
"PP","Producer Prices","704","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2006","2006","7021","Annual value","","39.19","I","Imputed value"
"PP","Producer Prices","704","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2007","2007","7021","Annual value","","50.35","I","Imputed value"
"PP","Producer Prices","704","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2008","2008","7021","Annual value","","73.69","I","Imputed value"
"PP","Producer Prices","704","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2009","2009","7021","Annual value","","79.59","I","Imputed value"
"PP","Producer Prices","704","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2010","2010","7021","Annual value","","85.01","I","Imputed value"
"PP","Producer Prices","704","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2011","2011","7021","Annual value","","102.18","I","Imputed value"
"PP","Producer Prices","704","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2012","2012","7021","Annual value","","98.34","I","Imputed value"
"PP","Producer Prices","704","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2013","2013","7021","Annual value","","97.13","I","Imputed value"
"PP","Producer Prices","704","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2014","2014","7021","Annual value","","101.69","I","Imputed value"
"PP","Producer Prices","704","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2015","2015","7021","Annual value","","98.26","I","Imputed value"
"PP","Producer Prices","704","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2016","2016","7021","Annual value","","100.05","I","Imputed value"
"PP","Producer Prices","704","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2017","2017","7021","Annual value","","100.43","I","Imputed value"
"PP","Producer Prices","704","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2018","2018","7021","Annual value","","102.6","I","Imputed value"
"PP","Producer Prices","704","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2019","2019","7021","Annual value","","102.17","I","Imputed value"
"PP","Producer Prices","704","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2020","2020","7021","Annual value","","106.98","I","Imputed value"
"PP","Producer Prices","704","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2021","2021","7021","Annual value","","120.42","I","Imputed value"
"PP","Producer Prices","704","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2022","2022","7021","Annual value","","114.32","I","Imputed value"
"PP","Producer Prices","704","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2023","2023","7021","Annual value","","122.61","I","Imputed value"
"PP","Producer Prices","704","Viet Nam","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2024","2024","7021","Annual value","","126.25","I","Imputed value"
